Tempo	C1	C2	C3	C4	C5
7,64	-0,126623561	-0,9718179	-14,242159	0,32074776	6,4484663
7,66	0,842321985	-0,6845811	2,8484318	1,0771381	6,3814445
7,68	0,016516117	-0,5792609	11,072979	1,5654407	3,7005677
7,7	-1,007483145	-2,1207652	-3,6431203	1,3739494	0,10053288
7,72	-2,659094745	-3,7101421	-0,19627848	0,83777404	-2,321831
7,74	-5,54390988	-4,4856815	-5,452712	0,03351096	-3,5569491
7,76	-7,85616635	-4,5910015	-2,168638	-1,0579889	-3,0016246
7,78	-6,039393475	-4,868664	-1,79523	-1,2399056	-1,469695
7,8	-2,85728816	-4,868664	2,7909844	-0,76117754	-0,90479594
7,82	-2,130579125	-3,9399316	4,2558923	0,44521707	-1,0579889
7,84	-0,005505372	-1,8048047	3,7675896	0,4164934	-1,4505459
7,86	0,996472355	-0,2441513	1,6324625	0,8664977	-2,0824668
7,88	-1,35982693	1,2111819	0,6845811	0,70373017	-3,1069448
7,9	-2,692127	1,4026731	0,9526688	0,3398969	-3,6143966
7,92	-2,73616993	0,90479594	0,5792609	-0,5218136	-4,619725
7,94	-1,183655095	-0,014361841	0,59841	-1,1154363	-3,8920588
7,96	3,96937335	2,2165108	0,39734426	-1,4122477	-0,34947145
7,98	8,09840235	0,17712937	0,014361841	0,11968201	1,0484143
8	6,28163005	-9,713391	-0,34947145	3,3271596	-3,8346114
8,02	1,52498809	-11,657027	-0,27287498	-0,043085523	-5,49101
8,04	-2,31776175	-6,936769	-0,20585304	1,5558661	-2,752686
8,06	-5,64300676	-1,9388485	-0,110107444	1,0388398	-0,98139244
8,08	-6,72205935	3,4133308	0,18670394	0,3398969	-2,714388
8,1	-3,837244445	6,5346375	0,47394073	-2,3314054	-3,9207826
8,12	-1,85531041	6,6591067	0,6271337	-3,604822	-0,09095833
8,14	-1,007483145	4,4856815	0,7228793	-2,0250196	-3,9495063
8,16	0	-0,043085523	0,99096704	-0,3877697	-15,534724
8,18	0,060559092	-3,3175852	0,8090504	1,7473572	-12,528313
8,2	-1,436902115	-5,5963306	0,36862057	1,6707608	1,4888442
8,22	-3,583997425	-5,366541	0,56011176	-0,30159867	7,3006024
8,24	-6,237586545	-3,5760984	1,0771381	-2,3122563	7,7793303
8,26	-6,5018447	-1,1920328	1,6611862	-3,0494976	7,329326
8,28	-4,27767432	0,665432	2,0728924	-3,3271596	6,027186
8,3	-0,016516117	2,0920415	1,862252	-2,0441687	4,1601467
8,32	-2,350794005	2,494173	0,8473486	-0,20585304	4,3612123
8,34	-6,744081275	2,0537431	0,5888355	0,00478728	1,6707608
8,36	-5,31268375	1,7377827	1,3356512	-1,1633091	-3,6431203
8,38	-0,005505372	1,3930986	1,2016073	-2,561195	-6,975067
8,4	0,280773995	0,47394073	1,1058618	-2,5994933	-7,0995364
8,42	-3,187610595	-0,50266445	1,5941644	-1,622888	-3,4899273
8,44	-6,4247694	-1,2303311	0,85692316	-1,0771381	-0,36862057
8,46	-7,22855385	-1,4122477	0,54096264	-1,2399056	1,8143792
8,48	5,4007703	-1,0962871	-2,321831	-1,5654407	4,0356774
8,5	-0,842321985	-0,3398969	-2,0058703	-1,6037389	4,437809
8,52	-12,6017966	0,69415563	-1,5750152	-1,6707608	2,752686
8,54	-12,3155179	1,2877784	-3,6814184	-1,3548003	0,8760723
8,56	-2,54898742	0,7994758	-5,347392	-1,1250108	-0,78032666
8,58	1,27174107	-0,26330042	-4,0739756	-1,3452257	-2,3697038
8,6	-0,24774174	-1,0388398	-0,8760723	-1,7282082	-2,88673
8,62	-0,721203755	-1,0962871	1,8431029	-1,6037389	-2,360129
8,64	2,43887998	-0,7228793	3,911208	-1,1154363	-1,3548003
8,66	3,187610595	-0,14840569	2,8101335	-0,8473486	0,37819514
8,68	4,23363116	-0,25372586	1,6803354	-1,2877784	2,0633178
8,7	4,23363116	-0,93351966	0,110107444	-1,7377827	2,321831
8,72	0,09359133	-1,2494801	-1,4122477	-1,2590547	0,4356425
8,74	-5,5989636	-1,0675635	-0,47394073	-0,8473486	-1,5271424
8,76	-8,60489685	-0,665432	0,71330476	-1,3356512	-1,0292653
8,78	-7,18451092	-0,3877697	0,7994758	-1,2399056	0,7994758
8,8	-3,89229805	-0,043085523	1,1345854	-1,1920328	0,49308985
8,82	-1,778235225	0,42606795	0,49308985	-0,9526688	-0,5888355
8,84	0,291784739	0,22500217	-0,5888355	-0,30159867	-1,5462915
8,86	2,361804565	-0,49308985	-1,2686293	-0,6845811	-3,0303483
8,88	3,26468578	-1,622888	-1,469695	-1,14416	-3,9495063
8,9	2,273718705	-2,5899186	-0,8952214	-0,5313881	-3,3175852
8,92	-0,170666544	-3,193116	-0,39734426	0,043085523	-1,6994845
8,94	-2,92335267	-3,231414	-0,64628285	-0,110107444	-0,47394073
8,96	-3,73814791	-3,1452432	-0,7324539	-0,98139244	1,5750152
8,98	-2,93436323	-3,7292912	-0,78032666	-2,360129	3,0686467
9	-2,813245345	-3,5952475	-0,5888355	-1,4122477	1,4792696
9,02	-3,08851383	-2,513322	0,11968201	-1,8909757	-0,98139244
9,04	-2,053503825	-0,8664977	1,2782038	-0,9430942	-1,6994845
9,06	-0,203698776	1,0196906	1,9101248	-0,26330042	-1,5750152
9,08	0,666150035	4,131423	1,7665064	-1,6899099	1,4122477
9,1	-0,016516117	4,8207912	2,0728924	-2,9441774	6,151655
9,12	-0,148645044	2,3697038	2,2069361	-2,321831	6,5825105
9,14	0,85333266	1,1250108	-0,03351096	0,05266008	4,0739756
9,16	-0,423913656	0,9622433	-0,50266445	1,0005416	1,0962871
9,18	-3,374793105	-0,12925656	1,3165021	0,92394507	-0,8186249
9,2	-4,82821175	-0,665432	3,9782298	-0,043085523	-2,3697038
9,22	-3,407825475	-0,4164934	5,0601554	-0,8952214	-3,2409887
9,24	-1,17264419	1,3165021	2,408002	-0,8281995	-3,5569491
9,26	-2,020471685	2,4463003	-7,329326	-0,11968201	-2,8963046
9,28	-3,92533042	1,8718265	-6,4005938	0,91437054	-1,4505459
9,3	-6,20455429	0,6079846	-6,304848	1,8909757	-0,5792609
9,32	-5,885242645	-0,7228793	-1,5750152	2,2931073	-0,9718179
9,34	-3,34176085	-1,5462915	-0,98139244	2,0633178	-1,4313968
9,36	0,236730996	-1,2111819	5,8835673	0,64628285	-1,4601204
9,38	0,390881435	-0,93351966	3,384607	-0,8856468	-1,7377827
9,4	-1,800256805	-1,7856555	5,17505	-1,2590547	-3,5378
9,42	-3,27569657	-2,7622607	4,456958	-0,359046	-5,49101
9,44	-3,374793105	-3,039923	-5,5771813	-0,18670394	-4,5718527
9,46	-2,68111621	-3,1069448	-4,849515	0,15798025	-3,0494976
9,48	0,10460208	-2,9537518	4,8590894	1,5079932	-3,7197168
9,5	5,7971569	-2,6090677	3,6814184	0,93351966	-4,7058964
9,52	7,50382245	-2,666515	-0,2920241	-1,0388398	-3,212265
9,54	4,70709306	-2,4654493	-0,751603	-0,50266445	0,8856468
9,56	0,831311195	-2,0633178	1,0292653	1,1154363	2,254809
9,58	-2,758191625	-2,2452345	1,383524	1,622888	-0,8952214
9,6	-6,3476941	-2,3122563	0,9718179	2,034594	-4,6867476
9,62	-6,8541886	-0,8090504	0,3398969	3,346309	-3,9016335
9,64	-5,081458655	0,4356425	-0,42606795	-0,9430942	3,4899273
9,66	-3,63905103	-0,09095833	-0,78990126	0,8952214	11,657027
9,68	-1,954407175	-0,17712937	-0,34947145	0,3398969	1,5079932
9,7	-0,225720252	-2,3026817	0,110107444	-2,2452345	-7,6835847
9,72	0,071569841	1,3930986	0,34947145	-4,198445	-9,991054
9,74	-0,500988875	-7,1665583	0,359046	-1,2973529	-0,15798025
9,76	-2,32877254	-9,8953085	0,110107444	0,64628285	3,2792869
9,78	-5,38975974	-7,702734	-0,63670826	1,5750152	1,1154363
9,8	-9,210488	-3,0111992	-0,39734426	0,4835153	0,30159867
9,82	-10,48773435	1,4792696	0,5218136	-0,93351966	2,9250283
9,84	-8,05435965	5,9027166	1,0005416	-1,2207564	4,3324885
9,86	-3,429846825	4,2654667	0,8281995	-1,3452257	4,275041
9,88	-4,982361775	2,034594	0,043085523	-2,0441687	2,2643836
9,9	-6,90924209	-1,1920328	-0,8664977	-1,8335283	-0,5505372
9,92	-4,70709306	-2,7718353	-1,0005416	-0,83777404	-1,8431029
9,94	-4,079480905	-4,3803616	-1,2207564	-0,8186249	-2,3505547
9,96	-4,1455453	-4,782493	-2,8963046	-0,8186249	-2,2069361
9,98	-2,86829895	-2,6856642	-4,868664	-1,0675635	-0,4356425
