Tempo	DP1	DP2	DP3	DP4	DP5
7,62	1,34283204	-1,5845897	-0,20585304	-0,8856468	-1,6994845
7,64	1,090063744	-1,4218222	-1,4409714	-1,8526775	2,4367256
7,66	0,53186683	-1,862252	-1,8335283	-1,1345854	2,7718353
7,68	0,110586168	-1,6707608	-0,91437054	-0,33032233	0,28244954
7,7	-0,152714232	-1,0101161	-0,76117754	-0,44521707	-0,5792609
7,72	-0,416014654	-1,2111819	-0,71330476	-0,56968635	-0,0718092
7,74	-1,15325573	-1,8431029	-0,2154276	-0,12925656	1,6803354
7,76	-2,62773808	-1,9579976	-0,33032233	0,15798025	1,8335283
7,78	-2,68039816	-2,7909844	-1,14416	-1,2016073	1,2782038
7,8	-0,437078686	-1,3165021	-1,4984187	-2,2069361	0,78032666
7,82	1,73251672	0,10053288	-1,3165021	-1,6803354	0,5792609
7,84	2,53294987	-1,2782038	-0,78032666	-1,6324625	1,1154363
7,86	1,93262509	-2,2931073	-0,50266445	-2,8292825	0,83777404
7,88	0,763571193	-2,6760898	-1,0867126	-3,1069448	-0,10053288
7,9	-0,100054163	-2,4558747	-3,020774	-1,1824582	-0,36862057
7,92	-0,7319752	-2,427151	-3,2505634	-1,2303311	0,2154276
7,94	-1,14272378	-2,0633178	-1,0771381	0,12925656	0,9622433
7,96	-0,81623124	-2,475024	1,8431029	0,665432	0,91437054
7,98	0,384418595	-2,1973617	3,3175852	-3,8633351	0,4835153
8	1,31123608	-2,0920415	2,0250196	-5,2899446	0,16755481
8,02	0,995275534	-2,7239625	-1,3452257	-3,2218397	0,00478728
8,04	0,089522142	-6,0559096	-2,149489	-0,26330042	0,40691882
8,06	-0,047394075	-7,961247	-0,14840569	-0,3111732	0,11968201
8,08	0,036862056	-5,4239883	1,4984187	-2,9920502	-0,34947145
8,1	-0,121118188	-1,9579976	0,26330042	-5,0984535	0,081383765
8,12	0,110586168	-0,56011176	-0,3398969	-5,2133484	0,17712937
8,14	0,616122936	0,03351096	3,2409887	-2,4463003	-0,0718092
8,16	1,67985664	-0,6271337	-2,2931073	0,26330042	-0,44521707
8,18	2,5540141	-2,4463003	-9,033598	0,6845811	0,5792609
8,2	2,88050653	-4,5239797	3,2601378	0,665432	0,49308985
8,22	2,1222014	-4,772918	7,9133744	0,4164934	-0,7420284
8,24	0,90048739	-3,5282254	-1,5079932	0,33032233	-1,9579976
8,26	-0,036862056	-2,5994933	-5,845269	-0,7228793	-2,6856642
8,28	0,131650211	-1,8814012	-4,0069537	-1,79523	-2,3122563
8,3	1,05846763	-1,1728836	-1,3260766	-1,709059	-1,5845897
8,32	1,93262509	-1,1250108	1,5079932	0,59841	0,11968201
8,34	2,53294987	-2,187787	1,5941644	4,4090853	2,1399143
8,36	2,1432653	-2,0441687	-0,64628285	1,7856555	3,8633351
8,38	2,32230966	-1,2399056	-1,5750152	-1,4313968	5,041006
8,4	1,99581712	-1,2877784	-1,8048047	1,1920328	4,1792955
8,42	1,26910806	-2,3888528	-1,0867126	5,452712	6,410168
8,44	0,79516723	-2,187787	-0,37819514	12,949593	5,481436
8,46	1,5218764	-1,2590547	-1,14416	11,676176	1,9388485
8,48	-0,72144314	-0,13883112	-1,5654407	-1,6420372	-0,5792609
8,5	-1,34283204	0,5888355	-0,8090504	-1,8431029	-1,8431029
8,52	-0,258034403	0,59841	-0,37819514	1,1154363	-1,1633091
8,54	1,13219183	1,9196993	-0,7994758	4,045252	0,15798025
8,56	-0,215906328	1,7856555	-1,1633091	0,6845811	0,8473486
8,58	-1,23751188	0,7994758	-1,0675635	-6,2282515	1,3260766
8,6	-0,34229052	-3,930357	-1,2686293	-5,0601554	1,7856555
8,62	0,510802787	-11,063405	-0,8090504	-2,254809	1,1824582
8,64	0,363354563	-0,78990126	-0,09095833	0,6558574	-0,76117754
8,66	-0,616122936	9,665519	-0,46436617	1,4601204	-2,0728924
8,68	-1,32176803	-1,2973529	-1,1728836	-0,99096704	-2,321831
8,7	-1,05846763	-8,296356	-1,4409714	-2,714388	-0,7420284
8,72	-0,205374334	-2,494173	-1,2207564	-2,360129	1,5079932
8,74	-0,047394075	1,1920328	-1,3260766	-0,4835153	2,6090677
8,76	-1,33230009	-3,6526947	-1,3356512	0,27287498	3,231414
8,78	-1,90102902	-4,045252	-0,2920241	-0,92394507	4,1026993
8,8	-0,942615476	0,76117754	0,16755481	-2,0250196	2,0728924
8,82	-0,60559092	1,0579889	-0,19627848	-2,2931073	1,2877784
8,84	-1,24804394	-4,495256	-1,2782038	-1,0388398	3,346309
8,86	-1,026871626	-10,153821	-2,88673	-0,8760723	-2,1590633
8,88	-0,7319752	-4,121848	-4,1409974	-3,3750327	4,7441945
8,9	-0,774103187	2,3314054	-2,9154537	-2,6569405	-3,911208
8,92	-0,363354563	-2,7814097	0,359046	1,1058618	-6,2474008
8,94	-0,405482627	-5,3186684	1,4218222	-1,0579889	-0,56011176
8,96	-1,016339577	-2,6090677	-1,4984187	-1,2782038	4,2654667
8,98	-1,41655624	-0,8856468	-3,9016335	-2,6952388	3,499502
9	-1,30070402	-1,9771467	-0,7228793	-1,3260766	0,14840569
9,02	-0,47920675	-2,1303396	2,1303396	-1,1058618	-0,90479594
9,04	-0,163246259	-1,6420372	2,8101335	-3,671844	1,3069274
9,06	-0,616122936	-1,9675722	0,59841	-5,452712	3,7197168
9,08	-1,10059576	-2,3122563	1,0292653	-4,2654667	2,0920415
9,1	-0,96367953	-2,5228968	5,1271772	0,9526688	0,42606795
9,12	-0,710911135	-2,254809	7,12826	1,2686293	-0,6079846
9,14	-0,7319752	-2,3505547	-2,0250196	-1,3356512	-0,023936402
9,16	-0,363354563	-2,6090677	-0,32074776	-5,7782474	0,9622433
9,18	-0,405482627	-3,1835413	5,0984535	-3,3941817	1,2303311
9,2	-0,88995544	-3,3175852	0,26330042	-1,8048047	0,85692316
9,22	-0,921551444	-2,7239625	-5,9027166	-1,0867126	0,5218136
9,24	-0,626654985	-2,475024	-4,7920675	0,19627848	0,76117754
9,26	-0,616122936	-2,1399143	-1,8335283	0,4164934	0,46436617
9,28	-0,616122936	-2,4175766	-0,6750065	0,5218136	0,512239
9,3	-0,510802787	-3,3367343	1,1824582	-0,11968201	0,26330042
9,32	-0,858359326	-2,3026817	1,3356512	-1,8048047	-0,2154276
9,34	-1,03740362	-1,5175679	0,043085523	-2,3026817	-0,25372586
9,36	-0,64771905	-2,475024	-1,7282082	4,868664	-0,56968635
9,38	-0,363354563	-3,193116	-2,5516202	6,5825105	-0,5218136
9,4	-0,837295294	-2,7814097	-1,0579889	5,941015	-0,25372586
9,42	-1,005807594	-1,4313968	-0,28244954	9,655944	1,1250108
9,44	-0,37388659	-1,7665064	-1,776081	9,7899885	1,9388485
9,46	0,437078686	-2,666515	-1,2877784	3,2601378	-0,50266445
9,48	0,774103187	-2,427151	-0,33032233	-2,8963046	-2,4558747
9,5	0,57399496	-1,8048047	-0,8281995	5,0984535	-2,9633265
9,52	0,63718699	0	-1,1633091	6,2474008	-2,714388
9,54	0,521334803	1,4792696	-1,383524	-4,6388745	-0,19627848
9,56	0,489738777	0,2441513	-1,2782038	-9,809137	2,5324712
9,58	-0,194842307	-1,4601204	-1,2016073	-6,094208	4,83994
9,6	-1,67985664	-3,078221	-0,99096704	0,91437054	1,5845897
9,62	-1,60613244	-4,4186597	-0,63670826	5,4239883	3,2888615
9,64	-1,17431985	-3,4612036	-0,8473486	1,0771381	5,7686725
9,66	0,363354563	-1,4122477	-1,3548003	-3,9782298	3,6335456
9,68	0,679315043	-0,6750065	-1,3260766	-5,672927	1,383524
9,7	0,7319752	-0,8090504	-1,4218222	-2,5899186	-0,77075213
9,72	0,595058904	-1,7569319	-0,359046	0,50266445	-0,49308985
9,74	-0,384418595	-3,2697124	-0,05266008	0,27287498	0,5888355
9,76	-1,72198477	-3,7005677	-0,11968201	-2,321831	0,9718179
9,78	-0,595058904	-3,690993	0,09095833	-3,212265	1,0675635
9,8	1,49028033	-3,451629	-0,023936402	-2,8580062	0,91437054
9,82	2,54348193	-4,5239797	-1,0867126	-0,93351966	-0,7420284
9,84	2,97529452	-4,801642	-2,2931073	-0,4835153	-1,6707608
9,86	3,45976752	-3,7005677	-3,1835413	-1,9867213	-1,6899099
9,88	3,5545554	-1,5558661	-2,972901	-2,9346027	-1,3165021
9,9	3,5124276	-0,42606795	-1,79523	-2,5899186	0,3398969
9,92	2,9858268	-0,93351966	-0,20585304	0,3398969	1,0962871
9,94	1,75358084	-2,2835326	0,2154276	0,92394507	1,4122477
9,96	1,65879252	-2,8292825	-2,2069361	-0,44521707	1,8718265
9,98	2,7435903	-3,0016246	-3,7388659	-1,5558661	1,4601204
